mes_ano,uf,regiao,preco_medio_gasolina_c,previsao_flaml,erro,erro_absoluto
2022-01-01,PI,NORDESTE,6.878,6.85464462127097,0.02335537872902993,0.02335537872902993
2025-04-01,CE,NORDESTE,6.45,6.473275886980685,-0.02327588698068439,0.02327588698068439
2024-07-01,AM,NORTE,6.63,6.608327356016116,0.021672643983883688,0.021672643983883688
2023-07-01,MT,CENTRO OESTE,5.55,5.570994157894371,-0.020994157894371313,0.020994157894371313
2025-07-01,MS,CENTRO OESTE,5.95,5.970650889638016,-0.020650889638015535,0.020650889638015535
2023-03-01,AL,NORDESTE,5.48,5.500161574943899,-0.020161574943898586,0.020161574943898586
2024-10-01,AC,NORTE,7.34,7.319867916854368,0.020132083145631974,0.020132083145631974
2021-04-01,AL,NORDESTE,5.65,5.669983053563026,-0.019983053563025877,0.019983053563025877
2025-10-01,DF,CENTRO OESTE,6.31,6.290270911900969,0.01972908809903018,0.01972908809903018
2022-03-01,CE,NORDESTE,7.173,7.192609833086061,-0.01960983308606057,0.01960983308606057
2022-12-01,TO,NORTE,5.19,5.209415125061929,-0.01941512506192833,0.01941512506192833
2021-02-01,RN,NORDESTE,5.298,5.278587911538182,0.0194120884618183,0.0194120884618183
2024-10-01,MA,NORDESTE,5.84,5.859362422572089,-0.01936242257208942,0.01936242257208942
