ferramenta,tipo_problema,variavel_alvo,metrica_principal,rmse_teste,mae_teste,r2_teste,mape_teste_percentual,melhor_estimador,tempo_execucao_segundos,time_budget_segundos,registros_treino,registros_teste,atributos_originais_modelagem,atributos_apos_one_hot,random_state,test_size,estimadores_testados,colunas_removidas
FLAML,regressão,preco_medio_gasolina_c,RMSE,0.11484858388186932,0.08191840133917858,0.9692878903653555,1.3840626062022905,lgbm,60.78167215100257,60,1295,324,11,41,42,0.2,"lgbm, rf, extra_tree","preco_medio_gasolina_c, mes_ano, uf_nome, variacao_preco_gasolina_c, preco_relativo_etanol_gasolina"
