mediana_erro_absoluto,percentil_75,percentil_90,percentil_95,max_erro_absoluto,desvio_padrao_erro_assinado,erro_medio_assinado
0.07339720153808615,0.13112065315246602,0.1877014934539795,0.22949551277160654,0.40847318649291964,0.11466257251688859,-0.0026266324667282965
