mes_ano,uf,preco_medio_etanol_hidratado,preco_medio_gasolina_c,volume_etanol_hidratado_m3,volume_gasolina_c_m3,uf_nome,regiao,volume_total_analisado_m3,participacao_etanol,razao_etanol_gasolina,preco_relativo_etanol_gasolina,variacao_preco_gasolina_c,variacao_volume_gasolina_c,ano,mes
2025-04-01,PA,4.82,6.29,11368.461,120316.209,PARA,NORTE,131684.67,0.08633093738246068,0.09448819152870748,0.7662957074721781,-0.004746835443038,0.055137984948831376,2025,4
2025-05-01,PA,4.8,6.29,11477.929,125522.277,PARA,NORTE,137000.206,0.08378037767330072,0.09144137020395192,0.7631160572337042,0.0,0.04326988061932702,2025,5
2025-06-01,PA,4.77,6.27,10312.188,119720.692,PARA,NORTE,130032.87999999999,0.07930446514758421,0.08613538585293176,0.7607655502392344,-0.0031796502384738856,-0.04621956467536037,2025,6
2025-07-01,PA,4.77,6.22,10437.462,131456.231,PARA,NORTE,141893.693,0.07355832228568468,0.07939876201075625,0.7668810289389068,-0.00797448165869219,0.09802431646485976,2025,7
2025-08-01,PA,4.76,6.23,10467.343,123822.414,PARA,NORTE,134289.757,0.07794595234839839,0.08453512301900365,0.7640449438202246,0.001607717041800738,-0.05807116895052311,2025,8
2025-09-01,PA,4.77,6.25,11083.945,128718.095,PARA,NORTE,139802.04,0.07928314207718284,0.08611023182094173,0.7631999999999999,0.0032102728731941976,0.03953792243139431,2025,9
2025-10-01,PA,4.79,6.25,11338.021,134379.928,PARA,NORTE,145717.94900000002,0.07780799193104207,0.08437287598487178,0.7664,0.0,0.043986302003615085,2025,10
2025-11-01,PA,4.75,6.23,10115.643,123055.652,PARA,NORTE,133171.295,0.07595963529527891,0.08220380645335981,0.7624398073836276,-0.0031999999999999806,-0.08427059136391268,2025,11
2025-12-01,PA,4.76,6.22,12150.454,146123.687,PARA,NORTE,158274.141,0.07676840906058052,0.0831518438211869,0.7652733118971061,-0.0016051364365972098,0.18746018264971687,2025,12
2021-01-01,PB,3.573,4.69,17712.138,56788.17,PARAIBA,NORDESTE,74500.30799999999,0.23774583589641,0.3118983760173994,0.7618336886993603,0.04570791527313278,-0.08847392793318731,2021,1
2021-02-01,PB,3.713,4.892,16517.36,46039.87,PARAIBA,NORDESTE,62557.23,0.26403598752694135,0.35876209033605005,0.7589942763695829,0.0430703624733475,-0.1892700539566603,2021,2
2021-03-01,PB,4.188,5.182,13744.81,48377.75,PARAIBA,NORDESTE,62122.56,0.22125311642018616,0.2841142880766468,0.8081821690467,0.05928045789043335,0.050779465710915295,2021,3
2021-04-01,PB,4.352,5.247,9603.65,48513.355,PARAIBA,NORDESTE,58117.005000000005,0.165246815454444,0.1979588919381065,0.8294263388603011,0.012543419529139177,0.002803044788151743,2021,4
2021-05-01,PB,4.508,5.319,8716.87,53213.77,PARAIBA,NORDESTE,61930.64,0.14075213819847496,0.1638085405337754,0.8475277307764617,0.013722126929674117,0.09688909373511678,2021,5
2021-06-01,PB,4.86,5.451,6970.98,56182.15,PARAIBA,NORDESTE,63153.130000000005,0.1103821774154345,0.1240781992145192,0.8915795266923502,0.02481669486745619,0.055782178184330844,2021,6
2021-07-01,PB,4.923,5.541,5831.95,60072.343,PARAIBA,NORDESTE,65904.293,0.08849120041390929,0.09708211314481274,0.8884677855982674,0.016510731975784454,0.0692425085191648,2021,7
2021-08-01,PB,5.044,5.741,6039.97,59203.605,PARAIBA,NORDESTE,65243.575000000004,0.092575705730411,0.10202030771605884,0.8785925796899494,0.03609456776755082,-0.014461530158728753,2021,8
2021-09-01,PB,5.113,5.944,6016.37,59722.96,PARAIBA,NORDESTE,65739.33,0.09151857799585118,0.100737974139259,0.8601951547779274,0.03535969343319989,0.008772354318626219,2021,9
2021-10-01,PB,5.067,6.144,10322.87,58614.701,PARAIBA,NORDESTE,68937.571,0.14974229364710284,0.17611400935065763,0.82470703125,0.03364737550471064,-0.01855666564416769,2021,10
2021-11-01,PB,5.031,6.504,11471.74,54462.54,PARAIBA,NORDESTE,65934.28,0.17398749178727665,0.2106354202356335,0.7735239852398524,0.05859375,-0.07083821855544392,2021,11
2021-12-01,PB,5.037,6.497,15793.64,61886.97,PARAIBA,NORDESTE,77680.61,0.20331508725279063,0.2552013776082429,0.7752808988764045,-0.0010762607626075837,0.13632177272672186,2021,12
2022-01-01,PB,5.017,6.492,10507.74,52760.55,PARAIBA,NORDESTE,63268.29,0.1660822506819767,0.19915903075309108,0.7727972889710414,-0.0007695859627520063,-0.14746916838875768,2022,1
2022-02-01,PB,4.991,6.455,10369.42,51392.34,PARAIBA,NORDESTE,61761.759999999995,0.1678938553564536,0.2017697579055556,0.7731990704879937,-0.005699322242760263,-0.025932443842985098,2022,2
2022-03-01,PB,5.109,6.871,15499.35,51813.478,PARAIBA,NORDESTE,67312.82800000001,0.23025848802549193,0.29913741748816786,0.7435598893901906,0.06444616576297446,0.008194567517260554,2022,3
2022-04-01,PB,5.326,7.03,14236.39,52067.22,PARAIBA,NORDESTE,66303.61,0.2147151565352173,0.27342327860024024,0.7576102418207681,0.02314073642846748,0.004897219985888546,2022,4
2022-05-01,PB,5.62,7.09,12163.32,55113.03,PARAIBA,NORDESTE,67276.35,0.1807963719791576,0.2206977188516037,0.7926657263751763,0.008534850640113723,0.05849764976889493,2022,5
2022-06-01,PB,5.67,7.13,10920.4,53411.33,PARAIBA,NORDESTE,64331.73,0.1697513808504761,0.20445849223376386,0.7952314165497896,0.005641748942172065,-0.030876545891234786,2022,6
2022-07-01,PB,5.33,6.05,5232.88,61240.574,PARAIBA,NORDESTE,66473.454,0.07872134942769786,0.08544792542277609,0.8809917355371901,-0.1514726507713885,0.14658395512712374,2022,7
2022-08-01,PB,4.73,5.46,4181.5,65468.2,PARAIBA,NORDESTE,69649.7,0.06003615234523624,0.06387070363932414,0.8663003663003663,-0.09752066115702474,0.06903308907587968,2022,8
2022-09-01,PB,3.94,5.02,7241.98,63265.49,PARAIBA,NORDESTE,70507.47,0.10271223744094064,0.114469673751045,0.7848605577689244,-0.08058608058608063,-0.03364549506477954,2022,9
2022-10-01,PB,3.3,4.8,11975.42,62615.66,PARAIBA,NORDESTE,74591.08,0.16054761507676252,0.1912527952272642,0.6875,-0.043824701195219085,-0.010271476598063045,2022,10
2022-11-01,PB,3.46,4.79,11193.47,58831.792,PARAIBA,NORDESTE,70025.262,0.15984902705540752,0.19026226500120885,0.7223382045929019,-0.002083333333333326,-0.060430058550848154,2022,11
2022-12-01,PB,3.67,4.76,10484.99,70844.0,PARAIBA,NORDESTE,81328.99,0.1289206960519244,0.14800110101067132,0.7710084033613446,-0.006263048016701522,0.20417885622113974,2022,12
2023-01-01,PB,3.74,4.77,8342.87,64264.32,PARAIBA,NORDESTE,72607.19,0.11490418510894032,0.12982118226723632,0.7840670859538785,0.0021008403361344463,-0.09287561402518207,2023,1
2023-02-01,PB,3.9,4.9,8157.88,60789.9,PARAIBA,NORDESTE,68947.78,0.11831969064123603,0.13419795064640672,0.7959183673469387,0.027253668763102867,-0.0540645260075886,2023,2
2023-03-01,PB,3.97,5.31,10263.4,62881.69,PARAIBA,NORDESTE,73145.09,0.14031563841127273,0.16321762344491694,0.7476459510357817,0.083673469387755,0.034410156950414494,2023,3
2023-04-01,PB,3.98,5.28,9218.9,58789.745,PARAIBA,NORDESTE,68008.645,0.13555482541962127,0.15681136225373998,0.7537878787878788,-0.005649717514124131,-0.06507371223642366,2023,4
2023-05-01,PB,4.01,5.15,8535.24,68382.04,PARAIBA,NORDESTE,76917.28,0.11096648243411623,0.12481698410869288,0.778640776699029,-0.024621212121212155,0.16316272506369933,2023,5
2023-06-01,PB,4.03,5.16,8799.38,65381.65,PARAIBA,NORDESTE,74181.03,0.1186203534785106,0.13458485676026835,0.7810077519379846,0.0019417475728153999,-0.04387687176340438,2023,6
2023-07-01,PB,4.33,5.48,8095.38,63512.11,PARAIBA,NORDESTE,71607.49,0.1130521402160584,0.12746199110689285,0.7901459854014599,0.0620155038759691,-0.02859426153974398,2023,7
2023-08-01,PB,4.27,5.7,10819.21,64643.53,PARAIBA,NORDESTE,75462.73999999999,0.1433715499861256,0.16736725237622388,0.7491228070175437,0.04014598540145986,0.017814240465322317,2023,8
2023-09-01,PB,4.23,5.87,12753.98,61132.568,PARAIBA,NORDESTE,73886.548,0.172615724312902,0.20862823887915194,0.7206132879045997,0.029824561403508865,-0.05431265897762694,2023,9
2023-10-01,PB,4.1,5.75,13124.07,62584.23,PARAIBA,NORDESTE,75708.3,0.17335047808496556,0.20970250812385163,0.7130434782608696,-0.020442930153321992,0.023746131521908298,2023,10
2023-11-01,PB,3.99,5.6,12667.01,61213.53,PARAIBA,NORDESTE,73880.54,0.17145259089876713,0.20693153948154927,0.7125000000000001,-0.026086956521739202,-0.021901683539128025,2023,11
2023-12-01,PB,3.81,5.51,15634.08,66438.25,PARAIBA,NORDESTE,82072.33,0.190491484767156,0.2353174564351108,0.691470054446461,-0.016071428571428514,0.08535237226149195,2023,12
2024-01-01,PB,3.71,5.44,17200.0,64691.38,PARAIBA,NORDESTE,81891.38,0.21003431618810184,0.26587777227816134,0.681985294117647,-0.01270417422867498,-0.02629313686016721,2024,1
2024-02-01,PB,3.84,5.6,16449.848,55857.819,PARAIBA,NORDESTE,72307.667,0.22749797749663256,0.29449499272429525,0.6857142857142857,0.02941176470588225,-0.1365492744164678,2024,2
2024-03-01,PB,3.98,5.62,16324.148,62027.08,PARAIBA,NORDESTE,78351.228,0.20834578368063356,0.26317776042335056,0.7081850533807829,0.0035714285714285587,0.11044579094647422,2024,3
2024-04-01,PB,4.05,5.67,15905.83,62540.48,PARAIBA,NORDESTE,78446.31,0.20276071621469513,0.25432855648053865,0.7142857142857143,0.008896797153024938,0.0082770299682009,2024,4
2024-05-01,PB,4.24,5.8,15920.73,65534.578,PARAIBA,NORDESTE,81455.308,0.1954535608655485,0.24293633202307335,0.7310344827586207,0.022927689594356204,0.04787456060458761,2024,5
2024-06-01,PB,4.32,5.83,14525.96,62149.2,PARAIBA,NORDESTE,76675.16,0.18944805592841277,0.2337272241637865,0.7409948542024014,0.005172413793103514,-0.05165788967161744,2024,6
2024-07-01,PB,4.5,6.01,15071.8,65551.58,PARAIBA,NORDESTE,80623.38,0.1869408104696181,0.22992275701058615,0.7487520798668885,0.030874785591766596,0.05474535472701181,2024,7
2024-08-01,PB,4.61,6.14,13826.82,65961.83,PARAIBA,NORDESTE,79788.65,0.17329306862567548,0.20961850209431726,0.7508143322475571,0.021630615640598982,0.006258430384134206,2024,8
2024-09-01,PB,4.53,6.09,13194.53,64065.649,PARAIBA,NORDESTE,77260.179,0.17078047411720337,0.20595327146377618,0.7438423645320198,-0.008143322475570036,-0.028746640291817283,2024,9
2024-10-01,PB,4.28,6.02,16217.148,69331.88,PARAIBA,NORDESTE,85549.028,0.18956554363189257,0.23390607610813377,0.7109634551495018,-0.011494252873563315,0.08220054088580309,2024,10
2024-11-01,PB,4.12,5.91,16792.35,63412.89,PARAIBA,NORDESTE,80205.23999999999,0.20936724333721837,0.2648097255936451,0.6971235194585449,-0.01827242524916939,-0.08537183760198053,2024,11
2024-12-01,PB,4.0,5.88,20038.42,68567.374,PARAIBA,NORDESTE,88605.794,0.22615247937397864,0.29224423849161846,0.6802721088435374,-0.005076142131979711,0.0812844833282318,2024,12
2025-01-01,PB,4.27,6.04,19096.17,65835.92,PARAIBA,NORDESTE,84932.09,0.2248404578293081,0.29005700839298665,0.7069536423841059,0.027210884353741527,-0.0398360596396764,2025,1
2025-02-01,PB,4.63,6.26,14821.74,57720.896,PARAIBA,NORDESTE,72542.636,0.20431763742359735,0.2567829161903516,0.7396166134185304,0.0364238410596025,-0.12326134426313173,2025,2
2025-03-01,PB,4.62,6.25,14944.48,62526.16,PARAIBA,NORDESTE,77470.64,0.19290507991156391,0.2390116392882595,0.7392,-0.0015974440894568342,0.08324998974374909,2025,3
2025-04-01,PB,4.6,6.19,15433.95,65511.051,PARAIBA,NORDESTE,80945.001,0.19067205892059969,0.23559307573923674,0.7431340872374798,-0.009599999999999942,0.04773827466775504,2025,4
2025-05-01,PB,4.57,6.11,15410.05,65877.05,PARAIBA,NORDESTE,81287.1,0.18957559071488586,0.23392137322481804,0.7479541734860884,-0.012924071082390909,0.005586828396326737,2025,5
2025-06-01,PB,4.55,6.05,14665.4,65587.38,PARAIBA,NORDESTE,80252.78,0.18274008701006994,0.22360094274233852,0.7520661157024793,-0.009819967266775809,-0.00439713071547676,2025,6
2025-07-01,PB,4.52,5.99,14822.385,68019.55,PARAIBA,NORDESTE,82841.935,0.17892369365829033,0.217913599840046,0.7545909849749581,-0.009917355371900749,0.03708289613032267,2025,7
2025-08-01,PB,4.56,5.98,13458.47,65527.08,PARAIBA,NORDESTE,78985.55,0.17039154630182354,0.20538790985345293,0.7625418060200667,-0.0016694490818029983,-0.03664343560050021,2025,8
2025-09-01,PB,4.48,5.92,14263.784,68909.519,PARAIBA,NORDESTE,83173.303,0.17149474032551046,0.20699294098976367,0.7567567567567568,-0.010033444816053616,0.051618948990249436,2025,9
2025-10-01,PB,4.34,5.9,15180.007,72213.18,PARAIBA,NORDESTE,87393.18699999999,0.17369783070160838,0.21021103072873956,0.735593220338983,-0.0033783783783782884,0.04794201219137806,2025,10
2025-11-01,PB,4.19,5.87,14160.03,66749.73,PARAIBA,NORDESTE,80909.76,0.17501015946654647,0.21213613897764083,0.7137989778534923,-0.005084745762711895,-0.07565724151740716,2025,11
2025-12-01,PB,4.2,5.89,17619.75,77826.4,PARAIBA,NORDESTE,95446.15,0.18460409351241513,0.22639811169474627,0.7130730050933787,0.0034071550255536653,0.16594329295414378,2025,12
2021-01-01,PE,3.58,4.714,27342.382,113979.3,PERNAMBUCO,NORDESTE,141321.682,0.19347619992238702,0.23988901493516807,0.7594399660585489,0.010720411663807994,-0.11468858793415038,2021,1
2021-02-01,PE,3.781,4.981,28805.6,95564.336,PERNAMBUCO,NORDESTE,124369.93599999999,0.23161224429672458,0.30142625592040945,0.7590845211804859,0.0566397963512939,-0.16156410857059134,2021,2
2021-03-01,PE,4.375,5.352,27400.954,99242.879,PERNAMBUCO,NORDESTE,126643.833,0.21636232377773976,0.2760999507077984,0.8174514200298953,0.07448303553503322,0.03849284318786039,2021,3
2021-04-01,PE,4.479,5.369,19196.6,96530.465,PERNAMBUCO,NORDESTE,115727.065,0.1658782239055315,0.19886571560594885,0.8342335630471224,0.003176382660687427,-0.027331069264929342,2021,4
2021-05-01,PE,4.674,5.479,17745.2,104949.574,PERNAMBUCO,NORDESTE,122694.77399999999,0.14462881687202098,0.1690831065212328,0.8530753787187444,0.02048798658968165,0.08721711845063629,2021,5
2021-06-01,PE,5.001,5.709,14492.211,108032.38,PERNAMBUCO,NORDESTE,122524.591,0.1182800193962696,0.13414691965501452,0.8759852863899108,0.041978463223215856,0.029374164015187,2021,6
2021-07-01,PE,5.122,5.882,15901.6,114439.752,PERNAMBUCO,NORDESTE,130341.352,0.12199965518233999,0.13895171670766993,0.8707922475348521,0.030303030303030276,0.05930973658082861,2021,7
2021-08-01,PE,5.184,5.899,13534.965,119538.636,PERNAMBUCO,NORDESTE,133073.601,0.10171036853507857,0.11322669768458794,0.8787930157653839,0.0028901734104047616,0.04455518218879062,2021,8
2021-09-01,PE,5.324,6.012,12787.9,116157.0,PERNAMBUCO,NORDESTE,128944.9,0.09917336784936823,0.11009151407147223,0.8855622089155024,0.01915578911679927,-0.02828906296036371,2021,9
2021-10-01,PE,5.161,6.268,18286.5,119687.998,PERNAMBUCO,NORDESTE,137974.49800000002,0.132535361715902,0.1527847428778949,0.8233886407147415,0.042581503659347986,0.030398495140198323,2021,10
2021-11-01,PE,5.219,6.671,22495.582,106117.25,PERNAMBUCO,NORDESTE,128612.832,0.17490931231496404,0.211987984988303,0.7823414780392745,0.06429483088704546,-0.1133843679129799,2021,11
2021-12-01,PE,5.225,6.639,23929.452,123087.4,PERNAMBUCO,NORDESTE,147016.85199999998,0.1627667282659542,0.19441024832761114,0.787016116885073,-0.004796882026682714,0.15991886333277572,2021,12
2022-01-01,PE,5.131,6.558,20735.128,102121.814,PERNAMBUCO,NORDESTE,122856.942,0.1687745736012215,0.20304308342975577,0.7824031716986887,-0.012200632625395502,-0.17033088683325825,2022,1
2022-02-01,PE,5.086,6.479,21700.147,101711.35,PERNAMBUCO,NORDESTE,123411.497,0.17583570029946238,0.2133502996469912,0.7849976848279056,-0.012046355596218361,-0.004019356726271961,2022,2
2022-03-01,PE,5.286,6.981,33694.1,101023.05,PERNAMBUCO,NORDESTE,134717.15,0.2501099525932667,0.3335288332712188,0.7571981091534163,0.07748109276122861,-0.006767189699084741,2022,3
2022-04-01,PE,5.581,7.235,25183.2,100827.842,PERNAMBUCO,NORDESTE,126011.042,0.19984915290201313,0.24976434584407747,0.7713890808569455,0.03638447213866214,-0.0019323114873288638,2022,4
2022-05-01,PE,5.87,7.17,19772.848,105101.774,PERNAMBUCO,NORDESTE,124874.622,0.15834160442944126,0.1881304876928148,0.8186889818688982,-0.008984105044920532,0.04238841093117918,2022,5
2022-06-01,PE,5.87,7.39,19029.011,98627.086,PERNAMBUCO,NORDESTE,117656.097,0.16173416835338333,0.19293899649433016,0.7943166441136672,0.030683403068340276,-0.061603983963201325,2022,6
2022-07-01,PE,5.67,6.4,12994.047,110063.759,PERNAMBUCO,NORDESTE,123057.80600000001,0.10559303324488005,0.11805926962752562,0.8859374999999999,-0.13396481732070353,0.11595874382824212,2022,7
2022-08-01,PE,4.96,5.46,8530.6,124984.55,PERNAMBUCO,NORDESTE,133515.15,0.06389237476046726,0.06825323609998196,0.9084249084249084,-0.1468750000000001,0.1355649773873342,2022,8
2022-09-01,PE,4.03,4.9,11097.05,127520.6,PERNAMBUCO,NORDESTE,138617.65,0.08005510120825161,0.08702162630978837,0.8224489795918367,-0.10256410256410253,0.02029090795622346,2022,9
